"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"SP837","SEN_POINT_11P8x9-2","356.5mm","423mm","356.5mm","423mm","356.5mm","419mm","T","0.00","SEN_POINT"
"SP809","SEN_POINT_11P8x9-2","356.5mm","409mm","356.5mm","409mm","356.5mm","405mm","T","0.00","SEN_POINT"
"SP781","SEN_POINT_11P8x9-2","356.5mm","395mm","356.5mm","395mm","356.5mm","391mm","T","0.00","SEN_POINT"
"SP753","SEN_POINT_11P8x9-2","356.5mm","381mm","356.5mm","381mm","356.5mm","377mm","T","0.00","SEN_POINT"
"SP725","SEN_POINT_11P8x9-2","356.5mm","367mm","356.5mm","367mm","356.5mm","363mm","T","0.00","SEN_POINT"
"SP697","SEN_POINT_11P8x9-2","356.5mm","353mm","356.5mm","353mm","356.5mm","349mm","T","0.00","SEN_POINT"
"SP669","SEN_POINT_11P8x9-2","356.5mm","339mm","356.5mm","339mm","356.5mm","335mm","T","0.00","SEN_POINT"
"SP641","SEN_POINT_11P8x9-2","356.5mm","325mm","356.5mm","325mm","356.5mm","321mm","T","0.00","SEN_POINT"
"SP613","SEN_POINT_11P8x9-2","356.5mm","311mm","356.5mm","311mm","356.5mm","307mm","T","0.00","SEN_POINT"
"SP585","SEN_POINT_11P8x9-2","356.5mm","297mm","356.5mm","297mm","356.5mm","293mm","T","0.00","SEN_POINT"
"SP557","SEN_POINT_11P8x9-2","356.5mm","283mm","356.5mm","283mm","356.5mm","279mm","T","0.00","SEN_POINT"
"SP529","SEN_POINT_11P8x9-2","356.5mm","269mm","356.5mm","269mm","356.5mm","265mm","T","0.00","SEN_POINT"
"SP501","SEN_POINT_11P8x9-2","356.5mm","255mm","356.5mm","255mm","356.5mm","251mm","T","0.00","SEN_POINT"
"SP473","SEN_POINT_11P8x9-2","356.5mm","241mm","356.5mm","241mm","356.5mm","237mm","T","0.00","SEN_POINT"
"SP445","SEN_POINT_11P8x9-2","356.5mm","227mm","356.5mm","227mm","356.5mm","223mm","T","0.00","SEN_POINT"
"SP417","SEN_POINT_11P8x9-2","356.5mm","213mm","356.5mm","213mm","356.5mm","209mm","T","0.00","SEN_POINT"
"SP389","SEN_POINT_11P8x9-2","356.5mm","199mm","356.5mm","199mm","356.5mm","195mm","T","0.00","SEN_POINT"
"SP361","SEN_POINT_11P8x9-2","356.5mm","185mm","356.5mm","185mm","356.5mm","181mm","T","0.00","SEN_POINT"
"SP333","SEN_POINT_11P8x9-2","356.5mm","171mm","356.5mm","171mm","356.5mm","167mm","T","0.00","SEN_POINT"
"SP305","SEN_POINT_11P8x9-2","356.5mm","157mm","356.5mm","157mm","356.5mm","153mm","T","0.00","SEN_POINT"
"SP277","SEN_POINT_11P8x9-2","356.5mm","143mm","356.5mm","143mm","356.5mm","139mm","T","0.00","SEN_POINT"
"SP249","SEN_POINT_11P8x9-2","356.5mm","129mm","356.5mm","129mm","356.5mm","125mm","T","0.00","SEN_POINT"
"SP221","SEN_POINT_11P8x9-2","356.5mm","115mm","356.5mm","115mm","356.5mm","111mm","T","0.00","SEN_POINT"
"SP193","SEN_POINT_11P8x9-2","356.5mm","101mm","356.5mm","101mm","356.5mm","97mm","T","0.00","SEN_POINT"
"SP165","SEN_POINT_11P8x9-2","356.5mm","87mm","356.5mm","87mm","356.5mm","83mm","T","0.00","SEN_POINT"
"SP137","SEN_POINT_11P8x9-2","356.5mm","73mm","356.5mm","73mm","356.5mm","69mm","T","0.00","SEN_POINT"
"SP109","SEN_POINT_11P8x9-2","356.5mm","59mm","356.5mm","59mm","356.5mm","55mm","T","0.00","SEN_POINT"
"SP81","SEN_POINT_11P8x9-2","356.5mm","45mm","356.5mm","45mm","356.5mm","41mm","T","0.00","SEN_POINT"
"SP53","SEN_POINT_11P8x9-2","356.5mm","31mm","356.5mm","31mm","356.5mm","27mm","T","0.00","SEN_POINT"
"SP948","SEN_POINT_11P8x9-2","342.5mm","479mm","342.5mm","479mm","342.5mm","475mm","T","0.00","SEN_POINT"
"SP920","SEN_POINT_11P8x9-2","342.5mm","465mm","342.5mm","465mm","342.5mm","461mm","T","0.00","SEN_POINT"
"SP892","SEN_POINT_11P8x9-2","342.5mm","451mm","342.5mm","451mm","342.5mm","447mm","T","0.00","SEN_POINT"
"SP864","SEN_POINT_11P8x9-2","342.5mm","437mm","342.5mm","437mm","342.5mm","433mm","T","0.00","SEN_POINT"
"SP836","SEN_POINT_11P8x9-2","342.5mm","423mm","342.5mm","423mm","342.5mm","419mm","T","0.00","SEN_POINT"
"SP808","SEN_POINT_11P8x9-2","342.5mm","409mm","342.5mm","409mm","342.5mm","405mm","T","0.00","SEN_POINT"
"SP780","SEN_POINT_11P8x9-2","342.5mm","395mm","342.5mm","395mm","342.5mm","391mm","T","0.00","SEN_POINT"
"SP752","SEN_POINT_11P8x9-2","342.5mm","381mm","342.5mm","381mm","342.5mm","377mm","T","0.00","SEN_POINT"
"SP724","SEN_POINT_11P8x9-2","342.5mm","367mm","342.5mm","367mm","342.5mm","363mm","T","0.00","SEN_POINT"
"SP696","SEN_POINT_11P8x9-2","342.5mm","353mm","342.5mm","353mm","342.5mm","349mm","T","0.00","SEN_POINT"
"SP668","SEN_POINT_11P8x9-2","342.5mm","339mm","342.5mm","339mm","342.5mm","335mm","T","0.00","SEN_POINT"
"SP640","SEN_POINT_11P8x9-2","342.5mm","325mm","342.5mm","325mm","342.5mm","321mm","T","0.00","SEN_POINT"
"SP612","SEN_POINT_11P8x9-2","342.5mm","311mm","342.5mm","311mm","342.5mm","307mm","T","0.00","SEN_POINT"
"SP584","SEN_POINT_11P8x9-2","342.5mm","297mm","342.5mm","297mm","342.5mm","293mm","T","0.00","SEN_POINT"
"SP556","SEN_POINT_11P8x9-2","342.5mm","283mm","342.5mm","283mm","342.5mm","279mm","T","0.00","SEN_POINT"
"SP528","SEN_POINT_11P8x9-2","342.5mm","269mm","342.5mm","269mm","342.5mm","265mm","T","0.00","SEN_POINT"
"SP500","SEN_POINT_11P8x9-2","342.5mm","255mm","342.5mm","255mm","342.5mm","251mm","T","0.00","SEN_POINT"
"SP472","SEN_POINT_11P8x9-2","342.5mm","241mm","342.5mm","241mm","342.5mm","237mm","T","0.00","SEN_POINT"
"SP444","SEN_POINT_11P8x9-2","342.5mm","227mm","342.5mm","227mm","342.5mm","223mm","T","0.00","SEN_POINT"
"SP416","SEN_POINT_11P8x9-2","342.5mm","213mm","342.5mm","213mm","342.5mm","209mm","T","0.00","SEN_POINT"
"SP388","SEN_POINT_11P8x9-2","342.5mm","199mm","342.5mm","199mm","342.5mm","195mm","T","0.00","SEN_POINT"
"SP360","SEN_POINT_11P8x9-2","342.5mm","185mm","342.5mm","185mm","342.5mm","181mm","T","0.00","SEN_POINT"
"SP332","SEN_POINT_11P8x9-2","342.5mm","171mm","342.5mm","171mm","342.5mm","167mm","T","0.00","SEN_POINT"
"SP304","SEN_POINT_11P8x9-2","342.5mm","157mm","342.5mm","157mm","342.5mm","153mm","T","0.00","SEN_POINT"
"SP276","SEN_POINT_11P8x9-2","342.5mm","143mm","342.5mm","143mm","342.5mm","139mm","T","0.00","SEN_POINT"
"SP248","SEN_POINT_11P8x9-2","342.5mm","129mm","342.5mm","129mm","342.5mm","125mm","T","0.00","SEN_POINT"
"SP220","SEN_POINT_11P8x9-2","342.5mm","115mm","342.5mm","115mm","342.5mm","111mm","T","0.00","SEN_POINT"
"SP192","SEN_POINT_11P8x9-2","342.5mm","101mm","342.5mm","101mm","342.5mm","97mm","T","0.00","SEN_POINT"
"SP164","SEN_POINT_11P8x9-2","342.5mm","87mm","342.5mm","87mm","342.5mm","83mm","T","0.00","SEN_POINT"
"SP136","SEN_POINT_11P8x9-2","342.5mm","73mm","342.5mm","73mm","342.5mm","69mm","T","0.00","SEN_POINT"
"SP108","SEN_POINT_11P8x9-2","342.5mm","59mm","342.5mm","59mm","342.5mm","55mm","T","0.00","SEN_POINT"
"SP80","SEN_POINT_11P8x9-2","342.5mm","45mm","342.5mm","45mm","342.5mm","41mm","T","0.00","SEN_POINT"
"SP52","SEN_POINT_11P8x9-2","342.5mm","31mm","342.5mm","31mm","342.5mm","27mm","T","0.00","SEN_POINT"
"SP947","SEN_POINT_11P8x9-2","328.5mm","479mm","328.5mm","479mm","328.5mm","475mm","T","0.00","SEN_POINT"
"SP919","SEN_POINT_11P8x9-2","328.5mm","465mm","328.5mm","465mm","328.5mm","461mm","T","0.00","SEN_POINT"
"SP891","SEN_POINT_11P8x9-2","328.5mm","451mm","328.5mm","451mm","328.5mm","447mm","T","0.00","SEN_POINT"
"SP863","SEN_POINT_11P8x9-2","328.5mm","437mm","328.5mm","437mm","328.5mm","433mm","T","0.00","SEN_POINT"
"SP835","SEN_POINT_11P8x9-2","328.5mm","423mm","328.5mm","423mm","328.5mm","419mm","T","0.00","SEN_POINT"
"SP807","SEN_POINT_11P8x9-2","328.5mm","409mm","328.5mm","409mm","328.5mm","405mm","T","0.00","SEN_POINT"
"SP779","SEN_POINT_11P8x9-2","328.5mm","395mm","328.5mm","395mm","328.5mm","391mm","T","0.00","SEN_POINT"
"SP751","SEN_POINT_11P8x9-2","328.5mm","381mm","328.5mm","381mm","328.5mm","377mm","T","0.00","SEN_POINT"
"SP723","SEN_POINT_11P8x9-2","328.5mm","367mm","328.5mm","367mm","328.5mm","363mm","T","0.00","SEN_POINT"
"SP695","SEN_POINT_11P8x9-2","328.5mm","353mm","328.5mm","353mm","328.5mm","349mm","T","0.00","SEN_POINT"
"SP667","SEN_POINT_11P8x9-2","328.5mm","339mm","328.5mm","339mm","328.5mm","335mm","T","0.00","SEN_POINT"
"SP639","SEN_POINT_11P8x9-2","328.5mm","325mm","328.5mm","325mm","328.5mm","321mm","T","0.00","SEN_POINT"
"SP611","SEN_POINT_11P8x9-2","328.5mm","311mm","328.5mm","311mm","328.5mm","307mm","T","0.00","SEN_POINT"
"SP583","SEN_POINT_11P8x9-2","328.5mm","297mm","328.5mm","297mm","328.5mm","293mm","T","0.00","SEN_POINT"
"SP555","SEN_POINT_11P8x9-2","328.5mm","283mm","328.5mm","283mm","328.5mm","279mm","T","0.00","SEN_POINT"
"SP527","SEN_POINT_11P8x9-2","328.5mm","269mm","328.5mm","269mm","328.5mm","265mm","T","0.00","SEN_POINT"
"SP499","SEN_POINT_11P8x9-2","328.5mm","255mm","328.5mm","255mm","328.5mm","251mm","T","0.00","SEN_POINT"
"SP471","SEN_POINT_11P8x9-2","328.5mm","241mm","328.5mm","241mm","328.5mm","237mm","T","0.00","SEN_POINT"
"SP443","SEN_POINT_11P8x9-2","328.5mm","227mm","328.5mm","227mm","328.5mm","223mm","T","0.00","SEN_POINT"
"SP415","SEN_POINT_11P8x9-2","328.5mm","213mm","328.5mm","213mm","328.5mm","209mm","T","0.00","SEN_POINT"
"SP387","SEN_POINT_11P8x9-2","328.5mm","199mm","328.5mm","199mm","328.5mm","195mm","T","0.00","SEN_POINT"
"SP359","SEN_POINT_11P8x9-2","328.5mm","185mm","328.5mm","185mm","328.5mm","181mm","T","0.00","SEN_POINT"
"SP331","SEN_POINT_11P8x9-2","328.5mm","171mm","328.5mm","171mm","328.5mm","167mm","T","0.00","SEN_POINT"
"SP303","SEN_POINT_11P8x9-2","328.5mm","157mm","328.5mm","157mm","328.5mm","153mm","T","0.00","SEN_POINT"
"SP275","SEN_POINT_11P8x9-2","328.5mm","143mm","328.5mm","143mm","328.5mm","139mm","T","0.00","SEN_POINT"
"SP247","SEN_POINT_11P8x9-2","328.5mm","129mm","328.5mm","129mm","328.5mm","125mm","T","0.00","SEN_POINT"
"SP219","SEN_POINT_11P8x9-2","328.5mm","115mm","328.5mm","115mm","328.5mm","111mm","T","0.00","SEN_POINT"
"SP191","SEN_POINT_11P8x9-2","328.5mm","101mm","328.5mm","101mm","328.5mm","97mm","T","0.00","SEN_POINT"
"SP163","SEN_POINT_11P8x9-2","328.5mm","87mm","328.5mm","87mm","328.5mm","83mm","T","0.00","SEN_POINT"
"SP135","SEN_POINT_11P8x9-2","328.5mm","73mm","328.5mm","73mm","328.5mm","69mm","T","0.00","SEN_POINT"
"SP107","SEN_POINT_11P8x9-2","328.5mm","59mm","328.5mm","59mm","328.5mm","55mm","T","0.00","SEN_POINT"
"SP79","SEN_POINT_11P8x9-2","328.5mm","45mm","328.5mm","45mm","328.5mm","41mm","T","0.00","SEN_POINT"
"SP51","SEN_POINT_11P8x9-2","328.5mm","31mm","328.5mm","31mm","328.5mm","27mm","T","0.00","SEN_POINT"
"SP946","SEN_POINT_11P8x9-2","314.5mm","479mm","314.5mm","479mm","314.5mm","475mm","T","0.00","SEN_POINT"
"SP918","SEN_POINT_11P8x9-2","314.5mm","465mm","314.5mm","465mm","314.5mm","461mm","T","0.00","SEN_POINT"
"SP890","SEN_POINT_11P8x9-2","314.5mm","451mm","314.5mm","451mm","314.5mm","447mm","T","0.00","SEN_POINT"
"SP862","SEN_POINT_11P8x9-2","314.5mm","437mm","314.5mm","437mm","314.5mm","433mm","T","0.00","SEN_POINT"
"SP834","SEN_POINT_11P8x9-2","314.5mm","423mm","314.5mm","423mm","314.5mm","419mm","T","0.00","SEN_POINT"
"SP806","SEN_POINT_11P8x9-2","314.5mm","409mm","314.5mm","409mm","314.5mm","405mm","T","0.00","SEN_POINT"
"SP778","SEN_POINT_11P8x9-2","314.5mm","395mm","314.5mm","395mm","314.5mm","391mm","T","0.00","SEN_POINT"
"SP750","SEN_POINT_11P8x9-2","314.5mm","381mm","314.5mm","381mm","314.5mm","377mm","T","0.00","SEN_POINT"
"SP722","SEN_POINT_11P8x9-2","314.5mm","367mm","314.5mm","367mm","314.5mm","363mm","T","0.00","SEN_POINT"
"SP694","SEN_POINT_11P8x9-2","314.5mm","353mm","314.5mm","353mm","314.5mm","349mm","T","0.00","SEN_POINT"
"SP666","SEN_POINT_11P8x9-2","314.5mm","339mm","314.5mm","339mm","314.5mm","335mm","T","0.00","SEN_POINT"
"SP638","SEN_POINT_11P8x9-2","314.5mm","325mm","314.5mm","325mm","314.5mm","321mm","T","0.00","SEN_POINT"
"SP610","SEN_POINT_11P8x9-2","314.5mm","311mm","314.5mm","311mm","314.5mm","307mm","T","0.00","SEN_POINT"
"SP582","SEN_POINT_11P8x9-2","314.5mm","297mm","314.5mm","297mm","314.5mm","293mm","T","0.00","SEN_POINT"
"SP554","SEN_POINT_11P8x9-2","314.5mm","283mm","314.5mm","283mm","314.5mm","279mm","T","0.00","SEN_POINT"
"SP526","SEN_POINT_11P8x9-2","314.5mm","269mm","314.5mm","269mm","314.5mm","265mm","T","0.00","SEN_POINT"
"SP498","SEN_POINT_11P8x9-2","314.5mm","255mm","314.5mm","255mm","314.5mm","251mm","T","0.00","SEN_POINT"
"SP470","SEN_POINT_11P8x9-2","314.5mm","241mm","314.5mm","241mm","314.5mm","237mm","T","0.00","SEN_POINT"
"SP442","SEN_POINT_11P8x9-2","314.5mm","227mm","314.5mm","227mm","314.5mm","223mm","T","0.00","SEN_POINT"
"SP414","SEN_POINT_11P8x9-2","314.5mm","213mm","314.5mm","213mm","314.5mm","209mm","T","0.00","SEN_POINT"
"SP386","SEN_POINT_11P8x9-2","314.5mm","199mm","314.5mm","199mm","314.5mm","195mm","T","0.00","SEN_POINT"
"SP358","SEN_POINT_11P8x9-2","314.5mm","185mm","314.5mm","185mm","314.5mm","181mm","T","0.00","SEN_POINT"
"SP330","SEN_POINT_11P8x9-2","314.5mm","171mm","314.5mm","171mm","314.5mm","167mm","T","0.00","SEN_POINT"
"SP302","SEN_POINT_11P8x9-2","314.5mm","157mm","314.5mm","157mm","314.5mm","153mm","T","0.00","SEN_POINT"
"SP274","SEN_POINT_11P8x9-2","314.5mm","143mm","314.5mm","143mm","314.5mm","139mm","T","0.00","SEN_POINT"
"SP246","SEN_POINT_11P8x9-2","314.5mm","129mm","314.5mm","129mm","314.5mm","125mm","T","0.00","SEN_POINT"
"SP218","SEN_POINT_11P8x9-2","314.5mm","115mm","314.5mm","115mm","314.5mm","111mm","T","0.00","SEN_POINT"
"SP190","SEN_POINT_11P8x9-2","314.5mm","101mm","314.5mm","101mm","314.5mm","97mm","T","0.00","SEN_POINT"
"SP162","SEN_POINT_11P8x9-2","314.5mm","87mm","314.5mm","87mm","314.5mm","83mm","T","0.00","SEN_POINT"
"SP134","SEN_POINT_11P8x9-2","314.5mm","73mm","314.5mm","73mm","314.5mm","69mm","T","0.00","SEN_POINT"
"SP106","SEN_POINT_11P8x9-2","314.5mm","59mm","314.5mm","59mm","314.5mm","55mm","T","0.00","SEN_POINT"
"SP78","SEN_POINT_11P8x9-2","314.5mm","45mm","314.5mm","45mm","314.5mm","41mm","T","0.00","SEN_POINT"
"SP50","SEN_POINT_11P8x9-2","314.5mm","31mm","314.5mm","31mm","314.5mm","27mm","T","0.00","SEN_POINT"
"SP945","SEN_POINT_11P8x9-2","300.5mm","479mm","300.5mm","479mm","300.5mm","475mm","T","0.00","SEN_POINT"
"SP917","SEN_POINT_11P8x9-2","300.5mm","465mm","300.5mm","465mm","300.5mm","461mm","T","0.00","SEN_POINT"
"SP889","SEN_POINT_11P8x9-2","300.5mm","451mm","300.5mm","451mm","300.5mm","447mm","T","0.00","SEN_POINT"
"SP861","SEN_POINT_11P8x9-2","300.5mm","437mm","300.5mm","437mm","300.5mm","433mm","T","0.00","SEN_POINT"
"SP833","SEN_POINT_11P8x9-2","300.5mm","423mm","300.5mm","423mm","300.5mm","419mm","T","0.00","SEN_POINT"
"SP805","SEN_POINT_11P8x9-2","300.5mm","409mm","300.5mm","409mm","300.5mm","405mm","T","0.00","SEN_POINT"
"SP777","SEN_POINT_11P8x9-2","300.5mm","395mm","300.5mm","395mm","300.5mm","391mm","T","0.00","SEN_POINT"
"SP749","SEN_POINT_11P8x9-2","300.5mm","381mm","300.5mm","381mm","300.5mm","377mm","T","0.00","SEN_POINT"
"SP721","SEN_POINT_11P8x9-2","300.5mm","367mm","300.5mm","367mm","300.5mm","363mm","T","0.00","SEN_POINT"
"SP693","SEN_POINT_11P8x9-2","300.5mm","353mm","300.5mm","353mm","300.5mm","349mm","T","0.00","SEN_POINT"
"SP665","SEN_POINT_11P8x9-2","300.5mm","339mm","300.5mm","339mm","300.5mm","335mm","T","0.00","SEN_POINT"
"SP637","SEN_POINT_11P8x9-2","300.5mm","325mm","300.5mm","325mm","300.5mm","321mm","T","0.00","SEN_POINT"
"SP609","SEN_POINT_11P8x9-2","300.5mm","311mm","300.5mm","311mm","300.5mm","307mm","T","0.00","SEN_POINT"
"SP581","SEN_POINT_11P8x9-2","300.5mm","297mm","300.5mm","297mm","300.5mm","293mm","T","0.00","SEN_POINT"
"SP553","SEN_POINT_11P8x9-2","300.5mm","283mm","300.5mm","283mm","300.5mm","279mm","T","0.00","SEN_POINT"
"SP525","SEN_POINT_11P8x9-2","300.5mm","269mm","300.5mm","269mm","300.5mm","265mm","T","0.00","SEN_POINT"
"SP497","SEN_POINT_11P8x9-2","300.5mm","255mm","300.5mm","255mm","300.5mm","251mm","T","0.00","SEN_POINT"
"SP469","SEN_POINT_11P8x9-2","300.5mm","241mm","300.5mm","241mm","300.5mm","237mm","T","0.00","SEN_POINT"
"SP441","SEN_POINT_11P8x9-2","300.5mm","227mm","300.5mm","227mm","300.5mm","223mm","T","0.00","SEN_POINT"
"SP413","SEN_POINT_11P8x9-2","300.5mm","213mm","300.5mm","213mm","300.5mm","209mm","T","0.00","SEN_POINT"
"SP385","SEN_POINT_11P8x9-2","300.5mm","199mm","300.5mm","199mm","300.5mm","195mm","T","0.00","SEN_POINT"
"SP357","SEN_POINT_11P8x9-2","300.5mm","185mm","300.5mm","185mm","300.5mm","181mm","T","0.00","SEN_POINT"
"SP329","SEN_POINT_11P8x9-2","300.5mm","171mm","300.5mm","171mm","300.5mm","167mm","T","0.00","SEN_POINT"
"SP301","SEN_POINT_11P8x9-2","300.5mm","157mm","300.5mm","157mm","300.5mm","153mm","T","0.00","SEN_POINT"
"SP273","SEN_POINT_11P8x9-2","300.5mm","143mm","300.5mm","143mm","300.5mm","139mm","T","0.00","SEN_POINT"
"SP245","SEN_POINT_11P8x9-2","300.5mm","129mm","300.5mm","129mm","300.5mm","125mm","T","0.00","SEN_POINT"
"SP217","SEN_POINT_11P8x9-2","300.5mm","115mm","300.5mm","115mm","300.5mm","111mm","T","0.00","SEN_POINT"
"SP189","SEN_POINT_11P8x9-2","300.5mm","101mm","300.5mm","101mm","300.5mm","97mm","T","0.00","SEN_POINT"
"SP161","SEN_POINT_11P8x9-2","300.5mm","87mm","300.5mm","87mm","300.5mm","83mm","T","0.00","SEN_POINT"
"SP133","SEN_POINT_11P8x9-2","300.5mm","73mm","300.5mm","73mm","300.5mm","69mm","T","0.00","SEN_POINT"
"SP105","SEN_POINT_11P8x9-2","300.5mm","59mm","300.5mm","59mm","300.5mm","55mm","T","0.00","SEN_POINT"
"SP77","SEN_POINT_11P8x9-2","300.5mm","45mm","300.5mm","45mm","300.5mm","41mm","T","0.00","SEN_POINT"
"SP49","SEN_POINT_11P8x9-2","300.5mm","31mm","300.5mm","31mm","300.5mm","27mm","T","0.00","SEN_POINT"
"SP944","SEN_POINT_11P8x9-2","286.5mm","479mm","286.5mm","479mm","286.5mm","475mm","T","0.00","SEN_POINT"
"SP916","SEN_POINT_11P8x9-2","286.5mm","465mm","286.5mm","465mm","286.5mm","461mm","T","0.00","SEN_POINT"
"SP888","SEN_POINT_11P8x9-2","286.5mm","451mm","286.5mm","451mm","286.5mm","447mm","T","0.00","SEN_POINT"
"SP860","SEN_POINT_11P8x9-2","286.5mm","437mm","286.5mm","437mm","286.5mm","433mm","T","0.00","SEN_POINT"
"SP832","SEN_POINT_11P8x9-2","286.5mm","423mm","286.5mm","423mm","286.5mm","419mm","T","0.00","SEN_POINT"
"SP804","SEN_POINT_11P8x9-2","286.5mm","409mm","286.5mm","409mm","286.5mm","405mm","T","0.00","SEN_POINT"
"SP776","SEN_POINT_11P8x9-2","286.5mm","395mm","286.5mm","395mm","286.5mm","391mm","T","0.00","SEN_POINT"
"SP748","SEN_POINT_11P8x9-2","286.5mm","381mm","286.5mm","381mm","286.5mm","377mm","T","0.00","SEN_POINT"
"SP720","SEN_POINT_11P8x9-2","286.5mm","367mm","286.5mm","367mm","286.5mm","363mm","T","0.00","SEN_POINT"
"SP692","SEN_POINT_11P8x9-2","286.5mm","353mm","286.5mm","353mm","286.5mm","349mm","T","0.00","SEN_POINT"
"SP664","SEN_POINT_11P8x9-2","286.5mm","339mm","286.5mm","339mm","286.5mm","335mm","T","0.00","SEN_POINT"
"SP636","SEN_POINT_11P8x9-2","286.5mm","325mm","286.5mm","325mm","286.5mm","321mm","T","0.00","SEN_POINT"
"SP608","SEN_POINT_11P8x9-2","286.5mm","311mm","286.5mm","311mm","286.5mm","307mm","T","0.00","SEN_POINT"
"SP580","SEN_POINT_11P8x9-2","286.5mm","297mm","286.5mm","297mm","286.5mm","293mm","T","0.00","SEN_POINT"
"SP552","SEN_POINT_11P8x9-2","286.5mm","283mm","286.5mm","283mm","286.5mm","279mm","T","0.00","SEN_POINT"
"SP524","SEN_POINT_11P8x9-2","286.5mm","269mm","286.5mm","269mm","286.5mm","265mm","T","0.00","SEN_POINT"
"SP496","SEN_POINT_11P8x9-2","286.5mm","255mm","286.5mm","255mm","286.5mm","251mm","T","0.00","SEN_POINT"
"SP468","SEN_POINT_11P8x9-2","286.5mm","241mm","286.5mm","241mm","286.5mm","237mm","T","0.00","SEN_POINT"
"SP440","SEN_POINT_11P8x9-2","286.5mm","227mm","286.5mm","227mm","286.5mm","223mm","T","0.00","SEN_POINT"
"SP412","SEN_POINT_11P8x9-2","286.5mm","213mm","286.5mm","213mm","286.5mm","209mm","T","0.00","SEN_POINT"
"SP384","SEN_POINT_11P8x9-2","286.5mm","199mm","286.5mm","199mm","286.5mm","195mm","T","0.00","SEN_POINT"
"SP356","SEN_POINT_11P8x9-2","286.5mm","185mm","286.5mm","185mm","286.5mm","181mm","T","0.00","SEN_POINT"
"SP328","SEN_POINT_11P8x9-2","286.5mm","171mm","286.5mm","171mm","286.5mm","167mm","T","0.00","SEN_POINT"
"SP300","SEN_POINT_11P8x9-2","286.5mm","157mm","286.5mm","157mm","286.5mm","153mm","T","0.00","SEN_POINT"
"SP272","SEN_POINT_11P8x9-2","286.5mm","143mm","286.5mm","143mm","286.5mm","139mm","T","0.00","SEN_POINT"
"SP244","SEN_POINT_11P8x9-2","286.5mm","129mm","286.5mm","129mm","286.5mm","125mm","T","0.00","SEN_POINT"
"SP216","SEN_POINT_11P8x9-2","286.5mm","115mm","286.5mm","115mm","286.5mm","111mm","T","0.00","SEN_POINT"
"SP188","SEN_POINT_11P8x9-2","286.5mm","101mm","286.5mm","101mm","286.5mm","97mm","T","0.00","SEN_POINT"
"SP160","SEN_POINT_11P8x9-2","286.5mm","87mm","286.5mm","87mm","286.5mm","83mm","T","0.00","SEN_POINT"
"SP132","SEN_POINT_11P8x9-2","286.5mm","73mm","286.5mm","73mm","286.5mm","69mm","T","0.00","SEN_POINT"
"SP104","SEN_POINT_11P8x9-2","286.5mm","59mm","286.5mm","59mm","286.5mm","55mm","T","0.00","SEN_POINT"
"SP76","SEN_POINT_11P8x9-2","286.5mm","45mm","286.5mm","45mm","286.5mm","41mm","T","0.00","SEN_POINT"
"SP48","SEN_POINT_11P8x9-2","286.5mm","31mm","286.5mm","31mm","286.5mm","27mm","T","0.00","SEN_POINT"
"SP943","SEN_POINT_11P8x9-2","272.5mm","479mm","272.5mm","479mm","272.5mm","475mm","T","0.00","SEN_POINT"
"SP915","SEN_POINT_11P8x9-2","272.5mm","465mm","272.5mm","465mm","272.5mm","461mm","T","0.00","SEN_POINT"
"SP887","SEN_POINT_11P8x9-2","272.5mm","451mm","272.5mm","451mm","272.5mm","447mm","T","0.00","SEN_POINT"
"SP859","SEN_POINT_11P8x9-2","272.5mm","437mm","272.5mm","437mm","272.5mm","433mm","T","0.00","SEN_POINT"
"SP831","SEN_POINT_11P8x9-2","272.5mm","423mm","272.5mm","423mm","272.5mm","419mm","T","0.00","SEN_POINT"
"SP803","SEN_POINT_11P8x9-2","272.5mm","409mm","272.5mm","409mm","272.5mm","405mm","T","0.00","SEN_POINT"
"SP775","SEN_POINT_11P8x9-2","272.5mm","395mm","272.5mm","395mm","272.5mm","391mm","T","0.00","SEN_POINT"
"SP747","SEN_POINT_11P8x9-2","272.5mm","381mm","272.5mm","381mm","272.5mm","377mm","T","0.00","SEN_POINT"
"SP719","SEN_POINT_11P8x9-2","272.5mm","367mm","272.5mm","367mm","272.5mm","363mm","T","0.00","SEN_POINT"
"SP691","SEN_POINT_11P8x9-2","272.5mm","353mm","272.5mm","353mm","272.5mm","349mm","T","0.00","SEN_POINT"
"SP663","SEN_POINT_11P8x9-2","272.5mm","339mm","272.5mm","339mm","272.5mm","335mm","T","0.00","SEN_POINT"
"SP635","SEN_POINT_11P8x9-2","272.5mm","325mm","272.5mm","325mm","272.5mm","321mm","T","0.00","SEN_POINT"
"SP607","SEN_POINT_11P8x9-2","272.5mm","311mm","272.5mm","311mm","272.5mm","307mm","T","0.00","SEN_POINT"
